checkout_id,member_id,first_name,last_name,grade,neighborhood,membership_status,book_id,checkout_date,return_date,source,member_total_checkouts,title,author,genre,pages,publication_year,publisher
9192,1027,Mostafa,Fouad,9.0,Nasr City,Active,519,2025-09-26,2025-10-07,database,18,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9017,1018,Ahmed,Shafik,9.0,Maadi,Active,519,2024-08-06,2024-08-11,database,17,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9266,1053,Adam,Shafik,9.0,Heliopolis,Active,519,2024-06-01,2024-06-15,database,5,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9132,1035,Karim,Fahmy,9.0,Nasr City,Inactive,511,2025-02-26,2025-03-13,database,1,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9015,1010,Nour,Nabil,6.0,Maadi,Active,507,2025-09-02,2025-09-14,database,18,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9362,1079,Rana,Osman,8.0,Shubra,Active,507,2024-03-08,2024-04-07,database,10,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9262,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,524,2024-02-25,2024-03-22,database,6,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers
9336,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,528,2024-04-18,2024-05-15,database,10,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9105,1027,Mostafa,Fouad,9.0,Nasr City,Active,501,2025-03-05,2025-03-25,database,18,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9055,1015,Hamza,Sabry,7.0,Maadi,Inactive,525,2025-08-08,2025-08-27,database,3,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9183,1027,Mostafa,Fouad,9.0,Nasr City,Active,532,2025-03-28,2025-04-10,database,18,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9049,1010,Nour,Nabil,6.0,Maadi,Active,514,2025-09-08,,database,18,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9307,1072,Seif,Zaki,9.0,Zamalek,Active,501,2025-06-10,2025-07-09,database,14,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9166,1032,Nada,Zaki,7.0,Nasr City,Active,519,2024-01-15,2024-01-24,database,6,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9155,1028,Hassan,Adel,9.0,Nasr City,Active,525,2025-07-12,2025-07-18,database,3,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9240,1050,Fares,Adel,6.0,Heliopolis,Inactive,525,2025-07-25,2025-08-24,database,11,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9197,1030,Reem,Osman,,Nasr City,Active,501,2025-11-26,2025-12-01,database,16,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9375,1034,Aya,Wahba,9.0,Nasr City,Active,525,2025-10-27,2025-11-15,database,25,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9114,1034,Aya,Wahba,9.0,Nasr City,Active,516,2025-03-02,2025-03-17,database,25,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9077,1008,Ziad,Saleh,8.0,Maadi,Active,514,2024-07-28,2024-08-12,database,19,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9260,1044,Sherif,Saleh,7.0,Heliopolis,Active,518,2025-07-03,2025-07-27,database,21,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9059,1016,Dina,Rashad,8.0,Maadi,Active,518,2025-06-28,2025-07-27,database,7,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9332,1062,Tarek,Adel,7.0,Zamalek,Active,522,2024-07-03,,database,8,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9378,1018,Ahmed,Shafik,9.0,Maadi,Active,501,2024-09-05,2024-09-21,database,17,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9179,1027,Mostafa,Fouad,9.0,Nasr City,Active,517,2024-11-19,2024-12-17,database,18,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House
9126,1034,Aya,Wahba,9.0,Nasr City,Active,529,2024-10-22,2024-10-28,database,25,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9072,1007,Sherif,Fouad,6.0,Maadi,Active,513,2025-03-05,2025-04-01,database,4,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9080,1008,Ziad,Saleh,8.0,Maadi,Active,501,2024-03-20,2024-04-18,database,19,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9298,1065,Adam,Fahmy,6.0,Zamalek,Active,507,2025-06-18,2025-07-11,database,18,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9087,1020,Rana,Fouad,6.0,Maadi,Active,511,2025-12-03,2025-12-13,database,7,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9006,1018,Ahmed,Shafik,9.0,Maadi,Active,507,2025-06-26,2025-07-01,database,17,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9309,1068,Layla,Hegazy,8.0,Zamalek,Inactive,511,2024-11-24,2024-12-12,database,6,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9069,1010,Nour,Nabil,6.0,Maadi,Active,505,2024-06-14,2024-07-10,database,18,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9216,1050,Fares,Adel,6.0,Heliopolis,Inactive,519,2024-08-07,,database,11,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9191,1027,Mostafa,Fouad,9.0,Nasr City,Active,505,2024-08-05,2024-08-29,database,18,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9013,1002,Fares,Saleh,9.0,Maadi,Active,501,2024-02-16,2024-02-29,database,3,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9061,1016,Dina,Rashad,8.0,Maadi,Active,505,2025-04-28,2025-05-20,database,7,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9295,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,513,2025-12-12,2026-01-01,database,10,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9363,1079,Rana,Osman,8.0,Shubra,Active,507,2024-12-23,2025-01-15,database,10,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9102,1010,Nour,Nabil,6.0,Maadi,Active,502,2024-10-05,,database,18,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9287,1065,Adam,Fahmy,6.0,Zamalek,Active,532,2024-04-26,2024-05-23,database,18,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9330,1072,Seif,Zaki,9.0,Zamalek,Active,513,2025-04-11,2025-05-09,database,14,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9178,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,518,2025-08-21,2025-09-04,database,17,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9175,1027,Mostafa,Fouad,9.0,Nasr City,Active,513,2025-03-04,2025-03-27,database,18,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9267,1047,Sara,Rashad,,Heliopolis,Inactive,530,2024-12-05,2024-12-20,database,16,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9159,1030,Reem,Osman,,Nasr City,Active,501,2024-12-11,,database,16,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9037,1008,Ziad,Saleh,8.0,Maadi,Active,509,2024-01-02,2024-01-22,database,19,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9264,1059,Lina,Halim,7.0,Heliopolis,Active,507,2025-02-01,2025-02-13,database,7,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9254,1059,Lina,Halim,7.0,Heliopolis,Active,501,2025-10-23,2025-11-07,database,7,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9259,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,501,2025-11-16,2025-11-30,database,10,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9010,1009,Hassan,Saleh,6.0,Maadi,Active,513,2025-07-22,2025-08-16,database,2,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9347,1075,Malak,Fahmy,7.0,Shubra,Active,519,2025-07-17,2025-07-31,database,9,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9156,1032,Nada,Zaki,7.0,Nasr City,Active,503,2025-02-13,2025-03-14,database,6,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9147,1028,Hassan,Adel,9.0,Nasr City,Active,512,2025-10-05,2025-11-01,database,3,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
9125,1039,Nada,Riad,7.0,Nasr City,Active,501,2025-06-17,,database,2,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9168,1030,Reem,Osman,,Nasr City,Active,513,2025-09-13,2025-09-23,database,16,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9270,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,517,2024-12-08,2024-12-30,database,10,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House
9068,1003,Bassel,Hegazy,6.0,Maadi,Active,501,2025-11-14,2025-12-03,database,10,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9327,1065,Adam,Fahmy,6.0,Zamalek,Active,513,2025-03-09,2025-04-01,database,18,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9273,1047,Sara,Rashad,,Heliopolis,Inactive,510,2024-12-07,2025-01-05,database,16,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9301,1062,Tarek,Adel,7.0,Zamalek,Active,519,2024-11-10,2024-11-23,database,8,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9074,1003,Bassel,Hegazy,6.0,Maadi,Active,501,2024-06-19,2024-07-06,database,10,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9368,1079,Rana,Osman,8.0,Shubra,Active,525,2025-02-12,2025-03-10,database,10,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9233,1059,Lina,Halim,7.0,Heliopolis,Active,512,2024-12-08,2024-12-15,database,7,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
9200,1060,Layla,Wahba,7.0,Heliopolis,Active,509,2024-12-08,,database,2,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9349,1077,Lina,Rashad,6.0,Shubra,Active,501,2024-03-04,2024-04-02,database,6,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9350,1080,Bassel,Wahba,9.0,Shubra,Active,501,2025-06-22,2025-07-17,database,2,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9345,1075,Malak,Fahmy,7.0,Shubra,Active,507,2025-02-03,2025-03-01,database,9,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9195,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,507,2025-02-22,2025-03-17,database,17,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9325,1072,Seif,Zaki,9.0,Zamalek,Active,519,2024-01-11,,database,14,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9245,1044,Sherif,Saleh,7.0,Heliopolis,Active,519,2024-12-13,2024-12-21,database,21,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9146,1034,Aya,Wahba,9.0,Nasr City,Active,509,2025-02-23,2025-03-14,database,25,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9379,1062,Tarek,Adel,7.0,Zamalek,Active,501,2024-12-18,2024-12-26,database,8,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9374,1080,Bassel,Wahba,9.0,Shubra,Active,505,2024-08-05,2024-08-12,database,2,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9107,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,505,2024-09-24,2024-10-12,database,17,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9029,1005,Youssef,Halim,9.0,Maadi,Active,507,2025-03-07,2025-03-29,database,4,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9108,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,507,2025-02-02,2025-02-27,database,17,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9201,1055,Mostafa,Kamel,9.0,Heliopolis,Active,531,2025-11-24,2025-12-16,database,3,Voices in the Library,Samir Zohdy,Friendship,272,2018.0,Oasis Books
9253,1058,Lina,Mansour,8.0,Heliopolis,Active,507,2025-06-15,2025-07-10,database,4,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9334,1065,Adam,Fahmy,6.0,Zamalek,Active,507,2025-12-20,2026-01-05,database,18,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9160,1030,Reem,Osman,,Nasr City,Active,501,2024-06-20,2024-07-07,database,16,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9180,1034,Aya,Wahba,9.0,Nasr City,Active,529,2024-07-27,2024-08-02,database,25,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9344,1076,Dina,Wahba,7.0,Shubra,Active,507,2024-09-12,,database,7,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9004,1013,Ziad,Fouad,,Maadi,Active,519,2025-07-27,2025-08-16,database,2,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9224,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,513,2025-05-25,,database,10,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9235,1047,Sara,Rashad,,Heliopolis,Inactive,516,2024-02-16,,database,16,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9118,1030,Reem,Osman,,Nasr City,Active,507,2024-05-12,,database,16,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9381,1079,Rana,Osman,8.0,Shubra,Active,507,2025-05-30,2025-06-18,database,10,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9071,1003,Bassel,Hegazy,6.0,Maadi,Active,503,2024-03-25,2024-04-09,database,10,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9220,1047,Sara,Rashad,,Heliopolis,Inactive,507,2025-08-04,,database,16,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9167,1028,Hassan,Adel,9.0,Nasr City,Active,503,2025-12-24,2026-01-02,database,3,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9320,1073,Yassin,Kamel,7.0,Zamalek,Inactive,501,2025-07-19,2025-08-13,database,3,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9300,1061,Ziad,Fahmy,9.0,Zamalek,Inactive,528,2024-08-15,2024-09-02,database,10,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9364,1077,Lina,Rashad,6.0,Shubra,Active,513,2024-08-18,2024-09-07,database,6,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9035,1020,Rana,Fouad,6.0,Maadi,Active,501,2024-08-01,2024-08-23,database,7,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9382,1076,Dina,Wahba,7.0,Shubra,Active,507,2025-02-26,2025-03-08,database,7,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9133,1034,Aya,Wahba,9.0,Nasr City,Active,519,2025-05-28,2025-06-24,database,25,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9276,1050,Fares,Adel,6.0,Heliopolis,Inactive,514,2025-06-28,2025-07-08,database,11,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9104,1018,Ahmed,Shafik,9.0,Maadi,Active,507,2024-05-15,,database,17,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9367,1079,Rana,Osman,8.0,Shubra,Active,507,2024-03-19,2024-03-28,database,10,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9373,1079,Rana,Osman,8.0,Shubra,Active,508,2024-03-20,2024-04-19,database,10,The Quiet Observatory,Dalia Serry,Science,306,2011.0,Oasis Books
9217,1047,Sara,Rashad,,Heliopolis,Inactive,530,2024-04-07,,database,16,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9022,1010,Nour,Nabil,6.0,Maadi,Active,507,2025-11-14,2025-12-03,database,18,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9065,1016,Dina,Rashad,8.0,Maadi,Active,509,2024-12-21,,database,7,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9099,1018,Ahmed,Shafik,9.0,Maadi,Active,506,2025-10-10,2025-11-09,database,17,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9109,1034,Aya,Wahba,9.0,Nasr City,Active,512,2024-08-20,2024-09-14,database,25,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
9086,1018,Ahmed,Shafik,9.0,Maadi,Active,501,2024-06-20,2024-06-29,database,17,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9089,1010,Nour,Nabil,6.0,Maadi,Active,507,2025-06-22,2025-07-22,database,18,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9230,1050,Fares,Adel,6.0,Heliopolis,Inactive,501,2025-09-10,2025-10-07,database,11,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9062,1010,Nour,Nabil,6.0,Maadi,Active,520,2024-07-28,2024-08-26,database,18,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9076,1008,Ziad,Saleh,8.0,Maadi,Active,529,2025-12-12,2025-12-20,database,19,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9265,1049,Ahmed,Gamal,6.0,Heliopolis,Active,513,2024-08-12,2024-09-10,database,2,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9258,1050,Fares,Adel,6.0,Heliopolis,Inactive,529,2025-12-07,2025-12-21,database,11,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9203,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,501,2025-10-25,,database,10,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9041,1010,Nour,Nabil,6.0,Maadi,Active,506,2025-02-22,2025-03-19,database,18,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9154,1030,Reem,Osman,,Nasr City,Active,525,2025-05-18,2025-05-26,database,16,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9285,1071,Jana,Hegazy,8.0,Zamalek,Active,513,2025-02-24,,database,2,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9121,1027,Mostafa,Fouad,9.0,Nasr City,Active,522,2025-02-24,2025-03-14,database,18,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9244,1050,Fares,Adel,6.0,Heliopolis,Inactive,507,2025-04-23,2025-05-06,database,11,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9275,1047,Sara,Rashad,,Heliopolis,Inactive,507,2025-09-21,2025-10-08,database,16,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9215,1044,Sherif,Saleh,7.0,Heliopolis,Active,507,2024-02-07,,database,21,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9268,1047,Sara,Rashad,,Heliopolis,Inactive,503,2025-06-16,2025-07-14,database,16,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9314,1072,Seif,Zaki,9.0,Zamalek,Active,522,2024-08-13,2024-09-02,database,14,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9299,1072,Seif,Zaki,9.0,Zamalek,Active,521,2024-01-04,2024-01-23,database,14,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9353,1075,Malak,Fahmy,7.0,Shubra,Active,528,2025-12-13,2025-12-30,database,9,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9117,1026,Nada,Saleh,7.0,Nasr City,Inactive,501,2025-09-13,,database,4,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9212,1044,Sherif,Saleh,7.0,Heliopolis,Active,512,2024-09-14,,database,21,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
9278,1047,Sara,Rashad,,Heliopolis,Inactive,506,2024-03-12,2024-04-02,database,16,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9177,1027,Mostafa,Fouad,9.0,Nasr City,Active,513,2024-01-18,,database,18,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9044,1018,Ahmed,Shafik,9.0,Maadi,Active,503,2024-10-07,,database,17,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9329,1062,Tarek,Adel,7.0,Zamalek,Active,513,2025-03-06,,database,8,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9078,1008,Ziad,Saleh,8.0,Maadi,Active,521,2024-09-21,2024-10-12,database,19,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9032,1011,Menna,Halim,8.0,Maadi,Active,501,2024-11-24,2024-12-11,database,2,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9289,1072,Seif,Zaki,9.0,Zamalek,Active,522,2025-09-09,2025-09-19,database,14,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9138,1039,Nada,Riad,7.0,Nasr City,Active,516,2025-08-22,2025-08-31,database,2,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9306,1074,Mostafa,Saleh,8.0,Zamalek,Active,510,2024-08-03,2024-08-10,database,2,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9239,1050,Fares,Adel,6.0,Heliopolis,Inactive,519,2025-02-10,2025-02-22,database,11,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9226,1044,Sherif,Saleh,7.0,Heliopolis,Active,519,2025-03-18,,database,21,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9135,1034,Aya,Wahba,9.0,Nasr City,Active,506,2025-01-12,2025-01-28,database,25,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9023,1018,Ahmed,Shafik,9.0,Maadi,Active,503,2025-08-04,2025-08-27,database,17,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9229,1047,Sara,Rashad,,Heliopolis,Inactive,501,2025-11-16,2025-12-08,database,16,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9096,1022,Youssef,Fouad,7.0,Maadi,Active,501,2025-02-17,2025-03-17,database,7,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9312,1068,Layla,Hegazy,8.0,Zamalek,Inactive,506,2025-12-01,,database,6,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9196,1030,Reem,Osman,,Nasr City,Active,526,2025-01-15,2025-02-02,database,16,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House
9190,1030,Reem,Osman,,Nasr City,Active,502,2025-12-04,2025-12-18,database,16,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9095,1002,Fares,Saleh,9.0,Maadi,Active,507,2024-06-25,2024-07-07,database,3,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9199,1053,Adam,Shafik,9.0,Heliopolis,Active,518,2024-11-28,2024-12-08,database,5,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9279,1047,Sara,Rashad,,Heliopolis,Inactive,514,2025-07-06,2025-07-28,database,16,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9047,1007,Sherif,Fouad,6.0,Maadi,Active,507,2024-10-11,2024-10-24,database,4,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9351,1075,Malak,Fahmy,7.0,Shubra,Active,514,2024-01-03,2024-01-28,database,9,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9251,1046,Amir,Fouad,7.0,Heliopolis,Active,507,2024-06-09,,database,1,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9242,1047,Sara,Rashad,,Heliopolis,Inactive,520,2025-06-01,2025-07-01,database,16,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9204,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,506,2024-02-20,2024-03-15,database,10,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9158,1040,Dina,Adel,9.0,Nasr City,Active,513,2025-03-07,2025-03-24,database,2,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9060,1010,Nour,Nabil,6.0,Maadi,Active,527,2024-05-20,2024-05-28,database,18,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House
9243,1060,Layla,Wahba,7.0,Heliopolis,Active,513,2025-09-13,2025-10-09,database,2,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9042,1010,Nour,Nabil,6.0,Maadi,Active,509,2024-02-28,,database,18,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9150,1024,Youssef,Hegazy,8.0,Nasr City,Inactive,507,2025-10-14,2025-10-24,database,17,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9377,1034,Aya,Wahba,9.0,Nasr City,Active,507,2025-03-25,2025-04-06,database,25,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9356,1076,Dina,Wahba,7.0,Shubra,Active,501,2025-03-14,2025-04-13,database,7,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9014,1010,Nour,Nabil,6.0,Maadi,Active,519,2024-06-28,2024-07-20,database,18,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9346,1076,Dina,Wahba,7.0,Shubra,Active,519,2024-04-27,,database,7,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9103,1003,Bassel,Hegazy,6.0,Maadi,Active,513,2025-09-04,2025-09-25,database,10,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9246,1044,Sherif,Saleh,7.0,Heliopolis,Active,529,2025-06-25,2025-07-04,database,21,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9308,1072,Seif,Zaki,9.0,Zamalek,Active,525,2024-02-17,2024-03-12,database,14,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9321,1070,Ahmed,Zaki,9.0,Zamalek,Active,501,2025-12-28,2026-01-09,database,3,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
